Time, Seller, Reward Winner, TokenId, Mint Price ETH, Selling Price ETH, Up Sold, Royalty, Reward
2021-05-24T23:06:10.000Z, '0x4e012d25472225f3385baa43ed64dfec5885c51d', '0x4e012d25472225f3385baa43ed64dfec5885c51d', 9030, 0.08, 0.455, 568.75%, 50%, 0.02275 
2021-05-24T23:07:30.000Z, '0xd5a9c4a92dde274e126f82b215fccb511147cd8e', '0xd5a9c4a92dde274e126f82b215fccb511147cd8e', 3652, 0.08, 0.419, 523.75%, 50%, 0.02095 
2021-05-24T23:26:39.000Z, '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', 5632, 0.08, 0.4, 500%, 50%, 0.02 
2021-05-24T23:32:09.000Z, '0x184dfd1197187c8ffc88da905fbacd31b739fa41', '0x184dfd1197187c8ffc88da905fbacd31b739fa41', 2791, 0.08, 0.4, 500%, 50%, 0.02 
2021-05-24T23:32:46.000Z, '0x91cda41a25057b30cd003dde076dc91f7a9cb6d9', '0x91cda41a25057b30cd003dde076dc91f7a9cb6d9', 3029, 0.08, 0.45, 562.5%, 50%, 0.0225 
2021-05-24T23:41:57.000Z, '0x4e064ddcc82194c12c7ff5712a6e1938aee9abe8', '0x4e064ddcc82194c12c7ff5712a6e1938aee9abe8', 3295, 0.08, 0.395, 493.75%, 50%, 0.01975 
2021-05-24T23:48:31.000Z, '0x184dfd1197187c8ffc88da905fbacd31b739fa41', '0x184dfd1197187c8ffc88da905fbacd31b739fa41', 6750, 0.08, 0.4, 500%, 50%, 0.02 
2021-05-25T00:48:44.000Z, '0xa0fec1a6b8453873041c7529906de5c1acc1b26a', '0xa0fec1a6b8453873041c7529906de5c1acc1b26a', 5031, 0.08, 2.9, 3625%, 50%, 0.145 
2021-05-25T00:52:54.000Z, '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', 3712, 0.08, 0.4, 500%, 50%, 0.02 
2021-05-25T00:55:00.000Z, '0x529d67727cc18ed45c305bd2517d674a81923b3d', '0x529d67727cc18ed45c305bd2517d674a81923b3d', 8033, 0.08, 0.44, 550%, 50%, 0.022 
2021-05-25T01:02:41.000Z, '0x1a1f01f50e00cb2305395ee73141b70fa5b2f4d5', '0x1a1f01f50e00cb2305395ee73141b70fa5b2f4d5', 3803, 0.08, 0.43, 537.5%, 50%, 0.0215 
2021-05-25T01:07:02.000Z, '0x95e8a4792d7e5bf6ce3973184400cc9c37b6ae67', '0x95e8a4792d7e5bf6ce3973184400cc9c37b6ae67', 5317, 0.08, 0.52, 650%, 50%, 0.026 
2021-05-25T01:23:05.000Z, '0x813ec5facf289bd41365a8f1c9038a1228e95201', '0x813ec5facf289bd41365a8f1c9038a1228e95201', 8077, 0.08, 0.46, 575%, 50%, 0.023 
2021-05-25T01:42:24.000Z, '0xb32e083709588a1b3fa9c115c48051e61cbeba0a', '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', 5499, 0.08, 0.41, 512.5%, 50%, 0.0205 
2021-05-25T02:22:37.000Z, '0x442dccee68425828c106a3662014b4f131e3bd9b', '0x442dccee68425828c106a3662014b4f131e3bd9b', 1493, 0.08, 1.22, 1525%, 50%, 0.061 
2021-05-25T02:37:26.000Z, '0x99b2648be337168035103df00d84317d1af2ded5', '0x99b2648be337168035103df00d84317d1af2ded5', 5750, 0.08, 0.4201, 525.125%, 50%, 0.021005 
2021-05-25T03:31:03.000Z, '0x4e012d25472225f3385baa43ed64dfec5885c51d', '0x4e012d25472225f3385baa43ed64dfec5885c51d', 219, 0.08, 0.41, 512.5%, 50%, 0.0205 
2021-05-25T03:35:48.000Z, '0xb072f09e1cb0f90aae203f0846a1fa0ae0b6aa2c', '0xb072f09e1cb0f90aae203f0846a1fa0ae0b6aa2c', 8710, 0.08, 0.5, 625%, 50%, 0.025 
2021-05-25T04:06:57.000Z, '0x961351c8428d4ba2802c85d46131d952cb5e13c6', '0x961351c8428d4ba2802c85d46131d952cb5e13c6', 4748, 0.08, 0.5, 625%, 50%, 0.025 
2021-05-25T05:02:54.000Z, '0x69bab6810fa99475854bca0a3dd72ae6a0728ece', '0x69bab6810fa99475854bca0a3dd72ae6a0728ece', 2904, 0.08, 0.3998, 499.74999999999994%, 50%, 0.01999 
2021-05-25T05:09:27.000Z, '0xaba265d6b09197753b5044ba7399455683fb39ea', '0xaba265d6b09197753b5044ba7399455683fb39ea', 9153, 0.08, 0.8, 1000%, 50%, 0.04 
2021-05-25T05:26:37.000Z, '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', 5251, 0.08, 0.4, 500%, 50%, 0.02 
2021-05-25T05:30:56.000Z, '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', 1705, 0.08, 0.35, 437.5%, 50%, 0.0175 
2021-05-25T05:47:53.000Z, '0xef651aeb3f20ee4e2bcd22e111d202cde25184bb', '0xef651aeb3f20ee4e2bcd22e111d202cde25184bb', 9835, 0.08, 0.399, 498.75%, 50%, 0.01995 
2021-05-25T05:51:59.000Z, '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', 5891, 0.08, 0.365, 456.25%, 50%, 0.01825 
2021-05-25T05:52:36.000Z, '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', 2756, 0.08, 0.47, 587.5%, 50%, 0.0235 
2021-05-25T05:52:58.000Z, '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', 4153, 0.08, 0.65, 812.5%, 50%, 0.0325 
2021-05-25T05:53:11.000Z, '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', 9376, 0.08, 0.45, 562.5%, 50%, 0.0225 
2021-05-25T05:56:07.000Z, '0x8ed5003d47e6b8a7024ef9cee90403ed786b151e', '0x8ed5003d47e6b8a7024ef9cee90403ed786b151e', 322, 0.08, 0.3, 375%, 50%, 0.015 
2021-05-25T05:56:07.000Z, '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', 8422, 0.08, 1.25, 1562.5%, 50%, 0.0625 
2021-05-25T06:19:36.000Z, '0x6903f3a1540946c34e3a577ad6ffcbe43356dcbe', '0x5b60bbe9ea334ae6c1ad097e13609db5e7d69d47', 1573, 0.08, 0.35, 437.5%, 50%, 0.0175 
2021-05-25T06:46:24.000Z, '0x7d8673f294f1ddc2e703a01af3205fb98a984a58', '0x7d8673f294f1ddc2e703a01af3205fb98a984a58', 3063, 0.08, 0.45, 562.5%, 50%, 0.0225 
2021-05-25T07:35:06.000Z, '0x2506cd8c7bee35ebe54670bd28eb00692eacd426', '0x2506cd8c7bee35ebe54670bd28eb00692eacd426', 9004, 0.08, 1, 1250%, 50%, 0.05 
2021-05-25T07:43:54.000Z, '0xd5d43e8b189f12b11e620f51937e5d1c072f9cdc', '0xd5d43e8b189f12b11e620f51937e5d1c072f9cdc', 6120, 0.08, 1.09, 1362.5%, 50%, 0.0545 
2021-05-25T07:45:44.000Z, '0x8a4ac0cd96828466e10ffe0c4839ee2a7a2fe76f', '0x8a4ac0cd96828466e10ffe0c4839ee2a7a2fe76f', 1527, 0.08, 1.1777, 1472.125%, 50%, 0.058885 
2021-05-25T07:50:05.000Z, '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', 5177, 0.08, 1.5, 1875%, 50%, 0.075 
2021-05-25T07:54:25.000Z, '0x6903f3a1540946c34e3a577ad6ffcbe43356dcbe', '0x1d3eda0356e492d51fde4ffb8651c549bdecbdca', 4486, 0.08, 0.36, 450%, 50%, 0.018 
2021-05-25T08:21:28.000Z, '0xe9a75f81a34a5d1c39fb1ebb8dfc7904cc104b8e', '0x5b60bbe9ea334ae6c1ad097e13609db5e7d69d47', 1573, 0.08, 0.315, 393.75%, 50%, 0.01575 
2021-05-25T09:03:39.000Z, '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', 2363, 0.08, 1.65, 2062.5%, 50%, 0.0825 
2021-05-25T09:14:42.000Z, '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', 5895, 0.08, 2.07, 2587.5%, 50%, 0.1035 
2021-05-25T09:15:07.000Z, '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', 2580, 0.08, 0.35, 437.5%, 50%, 0.0175 
2021-05-25T09:15:35.000Z, '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', 1778, 0.08, 0.5, 625%, 50%, 0.025 
2021-05-25T09:18:19.000Z, '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', 1900, 0.08, 0.5, 625%, 50%, 0.025 
2021-05-25T09:37:13.000Z, '0x813ec5facf289bd41365a8f1c9038a1228e95201', '0x813ec5facf289bd41365a8f1c9038a1228e95201', 8069, 0.08, 0.39, 487.5%, 50%, 0.0195 
2021-05-25T09:37:57.000Z, '0x1add18a1643caf074711e40b2afaf73354d1f743', '0x1add18a1643caf074711e40b2afaf73354d1f743', 8741, 0.08, 0.39, 487.5%, 50%, 0.0195 
2021-05-25T10:10:44.000Z, '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', 4831, 0.08, 0.4, 500%, 50%, 0.02 
2021-05-25T11:13:22.000Z, '0x9d4c1c518442ad9eb23cb79a4792d508b49c81af', '0x9d4c1c518442ad9eb23cb79a4792d508b49c81af', 9760, 0.08, 0.39, 487.5%, 50%, 0.0195 
2021-05-25T11:17:26.000Z, '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', 1975, 0.08, 0.4, 500%, 50%, 0.02 
2021-05-25T11:18:50.000Z, '0x9f2426e4dec93ed8fdca1dabb5ecba80e1658021', '0x9f2426e4dec93ed8fdca1dabb5ecba80e1658021', 4953, 0.08, 0.58, 725%, 50%, 0.029 
2021-05-25T11:18:56.000Z, '0x3176202d2ddee94c063e20174bfcc54af821e938', '0x3176202d2ddee94c063e20174bfcc54af821e938', 8943, 0.08, 0.39, 487.5%, 50%, 0.0195 
2021-05-25T11:35:50.000Z, '0x7193b82899461a6ac45b528d48d74355f54e7f56', '0x7193b82899461a6ac45b528d48d74355f54e7f56', 6966, 0.08, 0.49, 612.5%, 50%, 0.0245 
2021-05-25T11:43:52.000Z, '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', 1788, 0.08, 0.45, 562.5%, 50%, 0.0225 
2021-05-25T11:50:33.000Z, '0xafb6665f9213fa14dc338b2a726b347e9b237715', '0xafb6665f9213fa14dc338b2a726b347e9b237715', 390, 0.08, 0.429421799521899705, 536.7772494023745%, 50%, 0.021471089976094986 
2021-05-25T12:16:58.000Z, '0xe0da8ed5b7b775b5fdf285131646fe2f54ef0005', '0xe0da8ed5b7b775b5fdf285131646fe2f54ef0005', 1308, 0.08, 1.5, 1875%, 50%, 0.075 
2021-05-25T12:57:09.000Z, '0x8363b3c46c057f9218ddc2f8fa87994173b57d82', '0x8363b3c46c057f9218ddc2f8fa87994173b57d82', 5472, 0.08, 0.27, 337.5%, 50%, 0.0135 
2021-05-25T13:40:56.000Z, '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', 2812, 0.08, 0.4, 500%, 50%, 0.02 
2021-05-25T13:43:17.000Z, '0x3d6a89c8751a45dd577a4c1f3b34e71c58236193', '0x3d6a89c8751a45dd577a4c1f3b34e71c58236193', 4006, 0.08, 1.6, 2000%, 50%, 0.08 
2021-05-25T14:26:27.000Z, '0x896a1b7b96569340027648ed8a64776e928df2f4', '0x896a1b7b96569340027648ed8a64776e928df2f4', 9080, 0.08, 0.99, 1237.5%, 50%, 0.0495 
2021-05-25T14:52:35.000Z, '0x25005b3f6402ab7f5e4f8cb293a50a9020aadc99', '0x3e415cbd89d9c5f0e7476e0f3e7dfe984d0f9fef', 9934, 0.08, 0.43, 537.5%, 50%, 0.0215 
2021-05-25T15:18:40.000Z, '0xd7f5663e7e93f0c1fb9347c9aef4a17f23522a37', '0xd7f5663e7e93f0c1fb9347c9aef4a17f23522a37', 7391, 0.08, 0.6, 750%, 50%, 0.03 
2021-05-25T15:38:11.000Z, '0x813ec5facf289bd41365a8f1c9038a1228e95201', '0x813ec5facf289bd41365a8f1c9038a1228e95201', 7024, 0.08, 0.46, 575%, 50%, 0.023 
2021-05-25T16:17:35.000Z, '0xd61c66607c0ba44172bd5c5f5b7c0fd79d64c6c8', '0xd61c66607c0ba44172bd5c5f5b7c0fd79d64c6c8', 7855, 0.08, 0.489, 611.25%, 50%, 0.02445 
2021-05-25T16:43:51.000Z, '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', 2369, 0.08, 0.4, 500%, 50%, 0.02 
2021-05-25T16:47:00.000Z, '0xaa8f52bf999cd9c32cde0e435b9696c161b28076', '0xaa8f52bf999cd9c32cde0e435b9696c161b28076', 2935, 0.08, 0.49, 612.5%, 50%, 0.0245 
2021-05-25T17:11:21.000Z, '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', 5625, 0.08, 0.4, 500%, 50%, 0.02 
2021-05-25T17:22:09.000Z, '0x7c5db18fe5954a14715507c8a01faba69aa770d3', '0x7c5db18fe5954a14715507c8a01faba69aa770d3', 2949, 0.08, 0.4, 500%, 50%, 0.02 
2021-05-25T17:55:51.000Z, '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', 2422, 0.08, 0.4, 500%, 50%, 0.02 
2021-05-25T17:59:48.000Z, '0xbc719aac21abf284a1f1a901efc17c0cb1947782', '0xbc719aac21abf284a1f1a901efc17c0cb1947782', 5263, 0.08, 0.39, 487.5%, 50%, 0.0195 
2021-05-25T18:07:35.000Z, '0xb53349160e38739b37e4bbfcf950ed26e26fcb41', '0xb53349160e38739b37e4bbfcf950ed26e26fcb41', 2838, 0.08, 0.42, 525%, 50%, 0.021 
2021-05-25T19:34:46.000Z, '0x6903f3a1540946c34e3a577ad6ffcbe43356dcbe', '0x7b15e6c439b27a553b65a9904ce571da6691a0fb', 426, 0.08, 0.6, 750%, 50%, 0.03 
2021-05-25T19:47:06.000Z, '0x167539702b5501aadd9b0b85e53532fd57cc71a9', '0x167539702b5501aadd9b0b85e53532fd57cc71a9', 8036, 0.08, 1, 1250%, 50%, 0.05 
2021-05-25T20:08:05.000Z, '0xb53349160e38739b37e4bbfcf950ed26e26fcb41', '0xb53349160e38739b37e4bbfcf950ed26e26fcb41', 2068, 0.08, 0.42, 525%, 50%, 0.021 
2021-05-25T20:16:41.000Z, '0x558dcef4b21665d44092c76efda6d03745a2c79b', '0x558dcef4b21665d44092c76efda6d03745a2c79b', 7128, 0.08, 0.3, 375%, 50%, 0.015 
2021-05-25T21:13:05.000Z, '0x0e07ecb7ea74b53f41a3c82b9ff7323512866ce8', '0x0e07ecb7ea74b53f41a3c82b9ff7323512866ce8', 8847, 0.08, 0.25, 312.5%, 50%, 0.0125 
2021-05-25T21:15:14.000Z, '0x69bab6810fa99475854bca0a3dd72ae6a0728ece', '0x69bab6810fa99475854bca0a3dd72ae6a0728ece', 3735, 0.08, 0.6888, 861%, 50%, 0.03444 
2021-05-25T21:20:16.000Z, '0x8928b26de9ecc59cacdba095c6ed6237f48ddbd2', '0x8928b26de9ecc59cacdba095c6ed6237f48ddbd2', 7157, 0.08, 0.4, 500%, 50%, 0.02 
2021-05-25T21:27:23.000Z, '0xa1bdea71b1e391b6742cfb1df63e9f41a4759197', '0xa1bdea71b1e391b6742cfb1df63e9f41a4759197', 9775, 0.08, 0.89, 1112.5%, 50%, 0.0445 
2021-05-25T21:54:01.000Z, '0xf2dc8bf24ad10d1a0b03054f96bfc67de07b6d60', '0xf2dc8bf24ad10d1a0b03054f96bfc67de07b6d60', 8869, 0.08, 0.5, 625%, 50%, 0.025 
2021-05-25T21:57:41.000Z, '0x9de6405c0c7512ee94bcb79b860668a52aa7fad2', '0x9de6405c0c7512ee94bcb79b860668a52aa7fad2', 9140, 0.08, 0.63, 787.5%, 50%, 0.0315 
2021-05-25T22:09:59.000Z, '0x53fed1eb683745352886a363cc0b6e3415824ec8', '0x7b15e6c439b27a553b65a9904ce571da6691a0fb', 179, 0.08, 0.3999, 499.875%, 50%, 0.019995 
2021-05-25T22:11:16.000Z, '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', 4155, 0.08, 1.5, 1875%, 50%, 0.075 
2021-05-25T22:43:22.000Z, '0xd5a9c4a92dde274e126f82b215fccb511147cd8e', '0xd5a9c4a92dde274e126f82b215fccb511147cd8e', 3658, 0.08, 0.529, 661.25%, 50%, 0.02645 
2021-05-25T22:48:30.000Z, '0x1332706a6b68b80c24f7d5fe1d24379c34265e59', '0x1332706a6b68b80c24f7d5fe1d24379c34265e59', 6393, 0.08, 0.5, 625%, 50%, 0.025 
2021-05-25T23:20:57.000Z, '0xa02bfd4376c12983a9749e609b209a87ed3e287c', '0xa02bfd4376c12983a9749e609b209a87ed3e287c', 8692, 0.08, 0.45, 562.5%, 50%, 0.0225 
2021-05-25T23:25:00.000Z, '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', '0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459', 3681, 0.08, 0.45, 562.5%, 50%, 0.0225 